column1,Days_for_shipping_real,Days_for_shipment_scheduled,Delivery_Status,Late_delivery_risk,shipping_date_DateOrders,Shipping_Mode,Market,Order_Id
303,2,4,Advance shipping,0,2017-02-23 05:12:00.0000000,Standard Class,LATAM,53586
304,4,4,Shipping on time,0,2017-04-10 11:27:00.0000000,Standard Class,LATAM,56618
305,6,4,Late delivery,1,2017-02-02 02:16:00.0000000,Standard Class,LATAM,51865
306,3,4,Advance shipping,0,2015-02-15 20:36:00.0000000,Standard Class,LATAM,2937
307,2,4,Advance shipping,0,2017-03-07 18:30:00.0000000,Standard Class,LATAM,54446
308,4,4,Shipping on time,0,2017-05-09 17:53:00.0000000,Standard Class,LATAM,58623
309,2,4,Advance shipping,0,2015-04-21 04:03:00.0000000,Standard Class,LATAM,7411
310,4,4,Shipping on time,0,2015-03-24 01:17:00.0000000,Standard Class,LATAM,5348
311,3,4,Advance shipping,0,2017-05-25 01:56:00.0000000,Standard Class,LATAM,59742
312,4,4,Shipping on time,0,2017-05-22 12:26:00.0000000,Standard Class,LATAM,59498
313,5,4,Late delivery,1,2015-02-25 11:29:00.0000000,Standard Class,LATAM,3459
314,6,4,Late delivery,1,2015-05-10 15:04:00.0000000,Standard Class,LATAM,8470
315,6,4,Late delivery,1,2017-02-25 07:19:00.0000000,Standard Class,LATAM,53455
316,5,4,Late delivery,1,2015-02-04 09:14:00.0000000,Standard Class,LATAM,2014
317,5,4,Late delivery,1,2017-03-31 23:33:00.0000000,Standard Class,LATAM,55899
318,3,4,Advance shipping,0,2017-02-09 13:27:00.0000000,Standard Class,LATAM,52582
319,3,4,Advance shipping,0,2017-04-03 16:43:00.0000000,Standard Class,LATAM,56222
320,5,4,Late delivery,1,2017-04-29 03:43:00.0000000,Standard Class,LATAM,57829
321,3,4,Advance shipping,0,2017-04-03 14:58:00.0000000,Standard Class,LATAM,56217
322,4,4,Shipping on time,0,2015-04-01 00:13:00.0000000,Standard Class,LATAM,5893
323,4,4,Shipping on time,0,2015-03-26 16:21:00.0000000,Standard Class,LATAM,5528
324,3,4,Advance shipping,0,2015-01-09 08:13:00.0000000,Standard Class,LATAM,367
325,4,4,Shipping on time,0,2017-02-07 05:14:00.0000000,Standard Class,LATAM,52353
326,5,4,Late delivery,1,2015-02-01 00:39:00.0000000,Standard Class,LATAM,1784
327,3,4,Advance shipping,0,2017-06-02 11:22:00.0000000,Standard Class,LATAM,60317
328,2,4,Advance shipping,0,2015-04-11 21:35:00.0000000,Standard Class,LATAM,6776
329,3,4,Advance shipping,0,2015-03-10 11:38:00.0000000,Standard Class,LATAM,4487
330,2,4,Advance shipping,0,2015-05-24 07:20:00.0000000,Standard Class,LATAM,9681
331,4,4,Shipping on time,0,2017-06-11 12:25:00.0000000,Standard Class,LATAM,60868
332,2,4,Advance shipping,0,2017-02-18 00:50:00.0000000,Standard Class,LATAM,53231
333,2,4,Advance shipping,0,2017-02-08 20:07:00.0000000,Standard Class,LATAM,52601
334,6,4,Late delivery,1,2015-03-16 00:15:00.0000000,Standard Class,LATAM,4660
335,5,4,Late delivery,1,2015-02-26 15:31:00.0000000,Standard Class,LATAM,3539
336,4,4,Shipping on time,0,2017-03-10 09:13:00.0000000,Standard Class,LATAM,54488
337,5,4,Late delivery,1,2017-02-11 01:54:00.0000000,Standard Class,LATAM,52549
338,2,4,Advance shipping,0,2017-06-02 02:47:00.0000000,Standard Class,LATAM,60361
339,3,4,Advance shipping,0,2015-03-28 08:49:00.0000000,Standard Class,LATAM,5712
340,5,4,Late delivery,1,2015-05-21 21:00:00.0000000,Standard Class,LATAM,9309
341,6,4,Late delivery,1,2015-05-05 03:41:00.0000000,Standard Class,LATAM,8095
342,3,4,Advance shipping,0,2018-01-15 19:59:00.0000000,Standard Class,Pacific Asia,75892
343,2,4,Advance shipping,0,2018-01-14 19:38:00.0000000,Standard Class,Pacific Asia,75891
344,6,2,Late delivery,1,2018-01-18 19:17:00.0000000,Second Class,Pacific Asia,75890
345,5,4,Late delivery,1,2018-01-17 18:56:00.0000000,Standard Class,Pacific Asia,75889
346,4,4,Shipping on time,0,2018-01-16 18:35:00.0000000,Standard Class,Pacific Asia,75888
347,3,4,Advance shipping,0,2018-01-15 18:14:00.0000000,Standard Class,Pacific Asia,75887
348,2,4,Shipping canceled,0,2018-01-14 17:53:00.0000000,Standard Class,Pacific Asia,75886
349,6,2,Late delivery,1,2018-01-18 17:32:00.0000000,Second Class,Pacific Asia,75885
350,5,4,Late delivery,1,2018-01-17 17:11:00.0000000,Standard Class,Pacific Asia,75884
351,2,1,Late delivery,1,2018-01-14 16:50:00.0000000,First Class,Pacific Asia,75883
352,3,4,Advance shipping,0,2018-01-15 16:29:00.0000000,Standard Class,Pacific Asia,75882
353,2,4,Advance shipping,0,2018-01-14 16:08:00.0000000,Standard Class,Pacific Asia,75881
354,6,4,Late delivery,1,2018-01-18 15:47:00.0000000,Standard Class,Pacific Asia,75880
355,5,4,Late delivery,1,2018-01-17 15:26:00.0000000,Standard Class,Pacific Asia,75879
356,4,4,Shipping on time,0,2018-01-16 15:05:00.0000000,Standard Class,Pacific Asia,75878
357,3,4,Advance shipping,0,2018-01-15 14:44:00.0000000,Standard Class,Pacific Asia,75877
358,2,4,Advance shipping,0,2018-01-14 14:23:00.0000000,Standard Class,Pacific Asia,75876
359,6,2,Late delivery,1,2018-01-18 14:02:00.0000000,Second Class,Pacific Asia,75875
360,5,4,Late delivery,1,2018-01-17 13:41:00.0000000,Standard Class,Pacific Asia,75874
361,4,4,Shipping on time,0,2018-01-16 13:20:00.0000000,Standard Class,Pacific Asia,75873
362,3,4,Advance shipping,0,2018-01-15 12:59:00.0000000,Standard Class,Pacific Asia,75872
363,2,1,Late delivery,1,2018-01-14 12:38:00.0000000,First Class,Pacific Asia,75871
364,2,1,Late delivery,1,2018-01-14 12:17:00.0000000,First Class,Pacific Asia,75870
365,2,1,Late delivery,1,2018-01-14 11:56:00.0000000,First Class,Pacific Asia,75869
366,2,1,Late delivery,1,2018-01-14 11:35:00.0000000,First Class,Pacific Asia,75868
367,0,0,Shipping on time,0,2018-01-12 23:14:00.0000000,Same Day,Pacific Asia,75867
368,0,0,Shipping on time,0,2018-01-12 22:53:00.0000000,Same Day,Pacific Asia,75866
369,0,0,Shipping on time,0,2018-01-12 22:32:00.0000000,Same Day,Pacific Asia,75865
370,5,4,Late delivery,1,2018-01-17 10:11:00.0000000,Standard Class,Pacific Asia,75864
371,4,4,Shipping on time,0,2018-01-16 09:50:00.0000000,Standard Class,Pacific Asia,75863
372,3,4,Advance shipping,0,2018-01-15 09:29:00.0000000,Standard Class,Pacific Asia,75862
373,2,4,Advance shipping,0,2018-01-14 09:08:00.0000000,Standard Class,Pacific Asia,75861
374,6,4,Late delivery,1,2018-01-18 08:47:00.0000000,Standard Class,Pacific Asia,75860
375,5,4,Shipping canceled,0,2018-01-17 08:26:00.0000000,Standard Class,Pacific Asia,75859
376,4,2,Late delivery,1,2018-01-16 08:05:00.0000000,Second Class,Pacific Asia,75858
377,3,4,Advance shipping,0,2018-01-15 07:44:00.0000000,Standard Class,Pacific Asia,75857
378,2,2,Shipping on time,0,2018-01-14 07:23:00.0000000,Second Class,Pacific Asia,75856
379,2,1,Late delivery,1,2018-01-14 07:02:00.0000000,First Class,Pacific Asia,75855
380,5,2,Late delivery,1,2018-01-17 06:41:00.0000000,Second Class,Pacific Asia,75854
381,4,2,Late delivery,1,2018-01-16 06:20:00.0000000,Second Class,Pacific Asia,75853
382,3,4,Advance shipping,0,2018-01-15 05:59:00.0000000,Standard Class,Pacific Asia,75852
383,2,4,Advance shipping,0,2018-01-14 05:38:00.0000000,Standard Class,Pacific Asia,75851
384,6,4,Late delivery,1,2018-01-18 05:16:00.0000000,Standard Class,Pacific Asia,75850
385,5,4,Late delivery,1,2018-01-17 04:55:00.0000000,Standard Class,Pacific Asia,75849
386,4,2,Late delivery,1,2018-01-16 04:34:00.0000000,Second Class,Pacific Asia,75848
387,3,2,Shipping canceled,0,2018-01-15 04:13:00.0000000,Second Class,Pacific Asia,75847
388,2,4,Advance shipping,0,2018-01-14 03:52:00.0000000,Standard Class,Pacific Asia,75846
389,6,4,Late delivery,1,2018-01-18 03:31:00.0000000,Standard Class,Pacific Asia,75845
390,5,4,Late delivery,1,2018-01-17 03:10:00.0000000,Standard Class,Pacific Asia,75844
391,4,2,Late delivery,1,2018-01-16 02:49:00.0000000,Second Class,Pacific Asia,75843
392,3,4,Advance shipping,0,2018-01-15 02:28:00.0000000,Standard Class,Pacific Asia,75842
393,2,4,Advance shipping,0,2018-01-14 02:07:00.0000000,Standard Class,Pacific Asia,75841
394,6,2,Late delivery,1,2018-01-18 01:46:00.0000000,Second Class,Pacific Asia,75840
395,5,2,Late delivery,1,2018-01-17 01:25:00.0000000,Second Class,Pacific Asia,75839
396,2,1,Late delivery,1,2018-01-14 01:04:00.0000000,First Class,Pacific Asia,75838
397,2,1,Late delivery,1,2018-01-14 00:43:00.0000000,First Class,Pacific Asia,75837
398,2,2,Shipping on time,0,2018-01-14 00:22:00.0000000,Second Class,Pacific Asia,75836
399,6,2,Late delivery,1,2018-01-18 00:01:00.0000000,Second Class,Pacific Asia,75835
400,5,2,Late delivery,1,2018-01-16 23:40:00.0000000,Second Class,Pacific Asia,75834
401,2,1,Late delivery,1,2018-01-13 23:19:00.0000000,First Class,Pacific Asia,75833
402,2,1,Late delivery,1,2018-01-13 22:58:00.0000000,First Class,Pacific Asia,75832
403,2,1,Late delivery,1,2018-01-13 22:37:00.0000000,First Class,Pacific Asia,75831
404,6,4,Late delivery,1,2018-01-17 22:16:00.0000000,Standard Class,Pacific Asia,75830
405,5,4,Late delivery,1,2018-01-16 21:55:00.0000000,Standard Class,Pacific Asia,75829
406,4,4,Shipping on time,0,2018-01-15 21:34:00.0000000,Standard Class,Pacific Asia,75828
407,3,4,Advance shipping,0,2018-01-14 21:13:00.0000000,Standard Class,Pacific Asia,75827
408,2,4,Advance shipping,0,2018-01-13 20:52:00.0000000,Standard Class,Pacific Asia,75826
409,6,4,Late delivery,1,2018-01-17 20:31:00.0000000,Standard Class,Pacific Asia,75825
410,5,4,Late delivery,1,2018-01-16 20:10:00.0000000,Standard Class,Pacific Asia,75824
411,4,4,Shipping on time,0,2018-01-15 19:49:00.0000000,Standard Class,Pacific Asia,75823
412,3,4,Advance shipping,0,2018-01-14 19:28:00.0000000,Standard Class,Pacific Asia,75822
413,2,4,Advance shipping,0,2018-01-13 19:07:00.0000000,Standard Class,Pacific Asia,75821
414,6,4,Late delivery,1,2018-01-17 18:46:00.0000000,Standard Class,Pacific Asia,75820
415,5,4,Late delivery,1,2018-01-16 18:25:00.0000000,Standard Class,Pacific Asia,75819
416,4,4,Shipping on time,0,2018-01-15 18:04:00.0000000,Standard Class,Pacific Asia,75818
417,3,4,Advance shipping,0,2018-01-14 17:43:00.0000000,Standard Class,Pacific Asia,75817
418,2,4,Advance shipping,0,2018-01-13 17:22:00.0000000,Standard Class,Pacific Asia,75816
419,6,4,Late delivery,1,2018-01-17 17:01:00.0000000,Standard Class,Pacific Asia,75815
420,5,4,Late delivery,1,2018-01-16 16:40:00.0000000,Standard Class,Pacific Asia,75814
421,4,2,Late delivery,1,2018-01-15 16:19:00.0000000,Second Class,Pacific Asia,75813
422,3,2,Late delivery,1,2018-01-14 15:58:00.0000000,Second Class,Pacific Asia,75812
423,2,1,Late delivery,1,2018-01-13 15:37:00.0000000,First Class,Pacific Asia,75811
424,6,2,Late delivery,1,2018-01-17 15:16:00.0000000,Second Class,Pacific Asia,75810
425,5,2,Late delivery,1,2018-01-16 14:55:00.0000000,Second Class,Pacific Asia,75809
426,4,2,Late delivery,1,2018-01-15 14:34:00.0000000,Second Class,Pacific Asia,75808
427,1,0,Late delivery,1,2018-01-12 02:13:00.0000000,Same Day,Pacific Asia,75807
428,1,0,Late delivery,1,2018-01-12 01:52:00.0000000,Same Day,Pacific Asia,75806
429,1,0,Late delivery,1,2018-01-12 01:31:00.0000000,Same Day,Pacific Asia,75805
430,1,0,Late delivery,1,2018-01-12 01:10:00.0000000,Same Day,Pacific Asia,75804
431,1,0,Late delivery,1,2018-01-12 00:49:00.0000000,Same Day,Pacific Asia,75803
432,1,0,Shipping canceled,0,2018-01-12 00:28:00.0000000,Same Day,Pacific Asia,75802
433,1,0,Late delivery,1,2018-01-12 00:06:00.0000000,Same Day,Pacific Asia,75801
434,6,4,Late delivery,1,2018-01-17 11:45:00.0000000,Standard Class,Pacific Asia,75800
435,5,4,Late delivery,1,2018-01-16 11:24:00.0000000,Standard Class,Pacific Asia,75799
436,4,4,Shipping on time,0,2018-01-15 11:03:00.0000000,Standard Class,Pacific Asia,75798
437,3,4,Advance shipping,0,2018-01-14 10:42:00.0000000,Standard Class,Pacific Asia,75797
438,6,2,Late delivery,1,2015-02-21 16:13:00.0000000,Second Class,LATAM,3130
439,2,2,Shipping on time,0,2016-12-25 21:03:00.0000000,Second Class,Pacific Asia,49521
440,6,2,Late delivery,1,2016-03-24 08:50:00.0000000,Second Class,Pacific Asia,30305
441,3,2,Late delivery,1,2016-02-13 09:25:00.0000000,Second Class,Pacific Asia,27772
442,2,2,Shipping on time,0,2016-04-03 20:01:00.0000000,Second Class,Pacific Asia,31296
443,2,2,Shipping on time,0,2015-11-21 05:51:00.0000000,Second Class,Pacific Asia,22076
444,6,2,Late delivery,1,2016-01-16 15:14:00.0000000,Second Class,Pacific Asia,25665
445,5,2,Late delivery,1,2015-12-05 02:09:00.0000000,Second Class,Pacific Asia,22819
446,5,2,Late delivery,1,2016-02-05 13:38:00.0000000,Second Class,Pacific Asia,27099
447,3,2,Late delivery,1,2016-02-20 23:35:00.0000000,Second Class,Pacific Asia,28292
448,5,2,Late delivery,1,2016-07-30 14:47:00.0000000,Second Class,USCA,39159
449,2,2,Shipping on time,0,2016-05-22 12:25:00.0000000,Second Class,USCA,34631
450,5,2,Late delivery,1,2016-07-08 20:46:00.0000000,Second Class,USCA,37669
451,6,2,Late delivery,1,2016-08-14 03:12:00.0000000,Second Class,USCA,40085
452,3,2,Late delivery,1,2016-11-23 21:38:00.0000000,Second Class,Africa,47262
453,2,2,Shipping on time,0,2016-10-17 12:55:00.0000000,Second Class,Africa,44771
454,6,2,Late delivery,1,2015-07-28 17:56:00.0000000,Second Class,Europe,13890
455,2,2,Shipping on time,0,2015-09-09 04:22:00.0000000,Second Class,Europe,17071
456,2,2,Shipping on time,0,2015-06-17 05:54:00.0000000,Second Class,Europe,11321
457,2,2,Shipping on time,0,2015-06-26 05:21:00.0000000,Second Class,Europe,11936
458,3,2,Late delivery,1,2017-09-27 13:08:00.0000000,Second Class,Europe,68337
459,2,2,Shipping on time,0,2016-10-31 18:30:00.0000000,Second Class,Europe,45746
460,2,2,Shipping on time,0,2015-07-22 11:58:00.0000000,Second Class,Europe,13736
461,3,2,Late delivery,1,2016-12-28 08:26:00.0000000,Second Class,Europe,49622
462,5,2,Late delivery,1,2015-10-16 19:44:00.0000000,Second Class,Europe,19444
463,2,2,Shipping on time,0,2017-01-29 18:23:00.0000000,Second Class,LATAM,51911
464,5,2,Late delivery,1,2017-05-05 03:21:00.0000000,Second Class,LATAM,58239
465,4,2,Late delivery,1,2017-04-11 08:28:00.0000000,Second Class,LATAM,56678
466,3,2,Late delivery,1,2017-02-18 14:40:00.0000000,Second Class,LATAM,53202
467,4,2,Late delivery,1,2017-05-11 10:11:00.0000000,Second Class,LATAM,58738
468,6,2,Late delivery,1,2017-04-07 06:02:00.0000000,Second Class,LATAM,56260
469,3,2,Late delivery,1,2015-03-18 14:05:00.0000000,Second Class,LATAM,5042
470,2,2,Shipping on time,0,2017-03-23 07:37:00.0000000,Second Class,LATAM,55511
471,4,2,Late delivery,1,2017-03-05 03:05:00.0000000,Second Class,LATAM,54128
472,5,2,Late delivery,1,2015-11-12 02:22:00.0000000,Second Class,Pacific Asia,21244
473,5,2,Late delivery,1,2016-04-06 00:03:00.0000000,Second Class,Pacific Asia,31239
474,3,2,Late delivery,1,2016-11-02 03:37:00.0000000,Second Class,Pacific Asia,45772
475,2,2,Shipping on time,0,2015-12-28 23:29:00.0000000,Second Class,Pacific Asia,24661
476,5,2,Late delivery,1,2015-12-06 14:56:00.0000000,Second Class,Pacific Asia,22924
477,3,2,Late delivery,1,2015-11-19 16:53:00.0000000,Second Class,Pacific Asia,21902
478,5,2,Late delivery,1,2015-11-16 07:58:00.0000000,Second Class,Pacific Asia,21534
479,6,2,Late delivery,1,2015-12-25 15:58:00.0000000,Second Class,Pacific Asia,24160
480,3,2,Late delivery,1,2016-04-16 14:24:00.0000000,Second Class,USCA,32102
481,4,2,Late delivery,1,2016-07-09 05:42:00.0000000,Second Class,USCA,37763
482,3,2,Late delivery,1,2016-07-09 18:08:00.0000000,Second Class,USCA,37867
483,6,2,Late delivery,1,2016-04-16 17:23:00.0000000,Second Class,USCA,31905
484,5,2,Late delivery,1,2016-06-18 10:17:00.0000000,Second Class,USCA,36269
485,5,2,Late delivery,1,2016-12-12 03:12:00.0000000,Second Class,Africa,48374
486,5,2,Late delivery,1,2015-09-21 15:24:00.0000000,Second Class,Europe,17719
487,2,2,Shipping on time,0,2015-08-21 03:10:00.0000000,Second Class,Europe,15766
488,5,2,Late delivery,1,2015-07-02 18:29:00.0000000,Second Class,Europe,12179
489,6,2,Late delivery,1,2017-08-31 10:44:00.0000000,Second Class,Europe,66275
490,6,2,Late delivery,1,2015-07-17 19:10:00.0000000,Second Class,Europe,13140
491,5,2,Late delivery,1,2015-09-03 00:42:00.0000000,Second Class,Europe,16444
492,5,2,Late delivery,1,2015-08-04 23:31:00.0000000,Second Class,Europe,14454
493,5,2,Late delivery,1,2017-09-24 07:43:00.0000000,Second Class,Europe,67979
494,5,2,Late delivery,1,2017-08-15 16:32:00.0000000,Second Class,Europe,65264
495,2,2,Shipping on time,0,2017-01-19 18:23:00.0000000,Second Class,Europe,51226
496,2,2,Shipping on time,0,2017-02-08 11:21:00.0000000,Second Class,LATAM,52576
497,4,2,Late delivery,1,2017-09-20 00:32:00.0000000,Second Class,Europe,67753
498,2,2,Shipping on time,0,2015-08-16 02:18:00.0000000,Second Class,Europe,15421
499,6,2,Late delivery,1,2015-07-19 00:57:00.0000000,Second Class,Europe,13225
500,3,2,Late delivery,1,2017-11-10 16:56:00.0000000,Second Class,Europe,71362
501,3,2,Late delivery,1,2015-07-16 03:24:00.0000000,Second Class,Europe,13232
502,3,2,Late delivery,1,2017-08-16 22:39:00.0000000,Second Class,Europe,65487
503,6,2,Late delivery,1,2017-08-14 08:49:00.0000000,Second Class,Europe,65105
504,3,2,Late delivery,1,2015-08-08 13:42:00.0000000,Second Class,Europe,14837
505,5,2,Late delivery,1,2016-11-10 17:58:00.0000000,Second Class,Europe,46224
506,3,2,Late delivery,1,2017-11-08 14:08:00.0000000,Second Class,Europe,71217
507,3,2,Late delivery,1,2017-07-25 19:53:00.0000000,Second Class,Europe,63972
508,6,2,Late delivery,1,2015-10-14 06:15:00.0000000,Second Class,Europe,19200
509,5,2,Late delivery,1,2015-09-25 21:00:00.0000000,Second Class,Europe,18009
510,2,2,Shipping on time,0,2015-06-10 02:13:00.0000000,Second Class,Europe,10831
511,3,2,Late delivery,1,2017-09-24 04:33:00.0000000,Second Class,Europe,68107
512,2,2,Shipping on time,0,2017-11-08 09:03:00.0000000,Second Class,Europe,71271
513,4,2,Late delivery,1,2015-09-09 11:02:00.0000000,Second Class,Europe,16953
514,5,2,Late delivery,1,2016-12-30 23:09:00.0000000,Second Class,Europe,49664
515,2,2,Shipping on time,0,2015-08-31 01:24:00.0000000,Second Class,Europe,16446
516,6,2,Late delivery,1,2015-08-13 08:48:00.0000000,Second Class,Europe,14960
517,6,2,Late delivery,1,2015-09-26 19:36:00.0000000,Second Class,Europe,18005
518,5,2,Late delivery,1,2015-07-11 21:27:00.0000000,Second Class,Europe,12804
519,2,2,Shipping on time,0,2015-08-04 20:32:00.0000000,Second Class,Europe,14651
520,6,2,Late delivery,1,2015-06-16 09:56:00.0000000,Second Class,Europe,10990
521,5,2,Late delivery,1,2017-08-20 17:24:00.0000000,Second Class,Europe,65609
522,4,2,Late delivery,1,2015-09-22 23:06:00.0000000,Second Class,Europe,17878
523,4,2,Late delivery,1,2015-09-10 02:48:00.0000000,Second Class,Europe,16998
524,6,2,Late delivery,1,2015-07-29 21:57:00.0000000,Second Class,Europe,13970
525,5,2,Late delivery,1,2015-07-23 17:14:00.0000000,Second Class,Europe,13614
526,4,2,Late delivery,1,2016-10-13 22:44:00.0000000,Second Class,Europe,44388
527,6,2,Late delivery,1,2015-07-16 11:38:00.0000000,Second Class,Europe,13050
528,4,2,Late delivery,1,2015-07-08 02:32:00.0000000,Second Class,Europe,12613
529,3,2,Late delivery,1,2017-09-02 00:02:00.0000000,Second Class,Europe,66587
530,6,2,Late delivery,1,2017-07-11 15:32:00.0000000,Second Class,Europe,62795
531,6,2,Late delivery,1,2015-10-10 14:40:00.0000000,Second Class,Europe,18950
532,6,2,Late delivery,1,2015-10-20 05:54:00.0000000,Second Class,Europe,19610
533,2,2,Shipping on time,0,2017-08-08 23:53:00.0000000,Second Class,Europe,65011
534,6,2,Late delivery,1,2015-10-16 21:19:00.0000000,Second Class,Europe,19380
535,6,2,Late delivery,1,2017-08-12 21:47:00.0000000,Second Class,Europe,65005
536,6,2,Late delivery,1,2015-10-27 04:19:00.0000000,Second Class,Europe,20085
537,6,2,Late delivery,1,2015-09-30 07:41:00.0000000,Second Class,Europe,18245
538,3,2,Late delivery,1,2015-10-20 06:25:00.0000000,Second Class,Europe,19817
539,5,2,Late delivery,1,2015-06-07 10:38:00.0000000,Second Class,Europe,10444
540,3,2,Late delivery,1,2017-08-04 12:52:00.0000000,Second Class,Europe,64637
